mes,termino,interes,category
2025-09,blazer,18.0,prenda
2025-10,blazer,19.75,prenda
2025-11,blazer,23.6,prenda
2025-12,blazer,18.25,prenda
2024-01,corset,4.0,prenda
2024-02,corset,4.0,prenda
2024-03,corset,4.2,prenda
2024-04,corset,4.0,prenda
2024-05,corset,4.0,prenda
2024-06,corset,4.0,prenda
2024-07,corset,4.0,prenda
2024-08,corset,4.25,prenda
2024-09,corset,5.4,prenda
2024-10,corset,7.5,prenda
2024-11,corset,4.0,prenda
2024-12,corset,4.0,prenda
2025-01,corset,4.0,prenda
2025-02,corset,5.25,prenda
2025-03,corset,4.6,prenda
2025-04,corset,5.0,prenda
2025-05,corset,4.5,prenda
2025-06,corset,4.2,prenda
2025-07,corset,4.25,prenda
2025-08,corset,5.2,prenda
2025-09,corset,6.25,prenda
2025-10,corset,8.5,prenda
2025-11,corset,5.0,prenda
2025-12,corset,4.25,prenda
2024-01,bodysuit,2.75,prenda
2024-02,bodysuit,3.0,prenda
2024-03,bodysuit,2.2,prenda
2024-04,bodysuit,2.0,prenda
2024-05,bodysuit,2.25,prenda
2024-06,bodysuit,2.0,prenda
2024-07,bodysuit,2.0,prenda
2024-08,bodysuit,2.0,prenda
2024-09,bodysuit,2.4,prenda
2024-10,bodysuit,3.0,prenda
2024-11,bodysuit,2.75,prenda
2024-12,bodysuit,2.8,prenda
2025-01,bodysuit,2.0,prenda
2025-02,bodysuit,2.25,prenda
2025-03,bodysuit,2.0,prenda
2025-04,bodysuit,2.0,prenda
2025-05,bodysuit,2.0,prenda
2025-06,bodysuit,2.0,prenda
2025-07,bodysuit,2.0,prenda
2025-08,bodysuit,3.0,prenda
2025-09,bodysuit,3.0,prenda
2025-10,bodysuit,3.25,prenda
2025-11,bodysuit,3.0,prenda
2025-12,bodysuit,2.75,prenda
2024-01,bermuda shorts,0.0,prenda
2024-02,bermuda shorts,0.0,prenda
2024-03,bermuda shorts,0.0,prenda
2024-04,bermuda shorts,0.0,prenda
2024-05,bermuda shorts,0.25,prenda
2024-06,bermuda shorts,0.8,prenda
2024-07,bermuda shorts,0.0,prenda
2024-08,bermuda shorts,0.0,prenda
2024-09,bermuda shorts,0.0,prenda
2024-10,bermuda shorts,0.0,prenda
2024-11,bermuda shorts,0.0,prenda
2024-12,bermuda shorts,0.0,prenda
2025-01,bermuda shorts,0.0,prenda
2025-02,bermuda shorts,0.0,prenda
2025-03,bermuda shorts,0.2,prenda
2025-04,bermuda shorts,0.25,prenda
2025-05,bermuda shorts,0.5,prenda
2025-06,bermuda shorts,1.0,prenda
2025-07,bermuda shorts,1.0,prenda
2025-08,bermuda shorts,0.2,prenda
2025-09,bermuda shorts,0.0,prenda
2025-10,bermuda shorts,0.0,prenda
2025-11,bermuda shorts,0.0,prenda
2025-12,bermuda shorts,0.0,prenda
2019-12,crop top,3.0,prenda
2020-01,crop top,3.0,prenda
2020-02,crop top,3.0,prenda
2020-03,crop top,2.6,prenda
2020-04,crop top,3.0,prenda
2020-05,crop top,3.6,prenda
2020-06,crop top,4.0,prenda
2020-07,crop top,4.0,prenda
2020-08,crop top,3.8,prenda
2020-09,crop top,3.75,prenda
2020-10,crop top,4.0,prenda
2020-11,crop top,3.6,prenda
2020-12,crop top,3.0,prenda
2021-01,crop top,3.0,prenda
2021-02,crop top,3.25,prenda
2021-03,crop top,3.75,prenda
2021-04,crop top,4.0,prenda
2021-05,crop top,3.8,prenda
2021-06,crop top,4.25,prenda
2021-07,crop top,4.0,prenda
2021-08,crop top,4.0,prenda
2021-09,crop top,4.0,prenda
2021-10,crop top,3.8,prenda
2021-11,crop top,3.25,prenda
2021-12,crop top,3.75,prenda
2019-12,slip dress,0.0,prenda
2020-01,slip dress,0.0,prenda
2020-02,slip dress,0.0,prenda
2020-03,slip dress,0.0,prenda
2020-04,slip dress,0.0,prenda
2020-05,slip dress,0.0,prenda
2020-06,slip dress,0.0,prenda
2020-07,slip dress,0.25,prenda
2020-08,slip dress,0.4,prenda
2020-09,slip dress,0.0,prenda
2020-10,slip dress,0.0,prenda
2020-11,slip dress,0.0,prenda
2020-12,slip dress,0.0,prenda
2021-01,slip dress,0.0,prenda
2021-02,slip dress,0.0,prenda
2021-03,slip dress,0.5,prenda
2021-04,slip dress,1.0,prenda
2021-05,slip dress,1.0,prenda
2021-06,slip dress,1.0,prenda
2021-07,slip dress,1.0,prenda
2021-08,slip dress,1.0,prenda
2021-09,slip dress,1.0,prenda
2021-10,slip dress,1.0,prenda
2021-11,slip dress,1.0,prenda
2021-12,slip dress,0.75,prenda
2019-12,silver,66.0,color
2020-01,silver,63.25,color
2020-02,silver,62.5,color
2020-03,silver,61.2,color
2020-04,silver,56.0,color
2020-05,silver,61.4,color
2020-06,silver,62.75,color
2020-07,silver,71.75,color
2020-08,silver,75.4,color
2020-09,silver,66.25,color
2020-10,silver,64.75,color
2020-11,silver,68.4,color
2020-12,silver,67.0,color
2021-01,silver,73.2,color
2021-02,silver,68.75,color
2021-03,silver,66.5,color
2021-04,silver,61.5,color
2021-05,silver,62.8,color
2021-06,silver,62.75,color
2021-07,silver,66.0,color
2021-08,silver,66.4,color
2021-09,silver,60.5,color
2021-10,silver,62.2,color
2021-11,silver,66.75,color
2021-12,silver,67.25,color
2019-12,cherry red,1.0,color
2020-01,cherry red,1.0,color
2020-02,cherry red,1.0,color
2020-03,cherry red,1.0,color
2020-04,cherry red,1.0,color
2020-05,cherry red,1.0,color
2020-06,cherry red,1.0,color
2020-07,cherry red,1.0,color
2020-08,cherry red,1.0,color
2020-09,cherry red,1.0,color
2020-10,cherry red,1.0,color
2020-11,cherry red,1.0,color
2020-12,cherry red,1.0,color
2021-01,cherry red,1.0,color
2021-02,cherry red,1.0,color
2021-03,cherry red,1.0,color
2021-04,cherry red,1.0,color
2021-05,cherry red,1.0,color
2021-06,cherry red,1.0,color
2021-07,cherry red,1.0,color
2021-08,cherry red,1.0,color
2021-09,cherry red,1.0,color
2021-10,cherry red,1.0,color
2021-11,cherry red,1.0,color
2021-12,cherry red,1.0,color
2022-01,crop top,4.6,prenda
2022-02,crop top,5.25,prenda
2022-03,crop top,5.75,prenda
2022-04,crop top,6.0,prenda
2022-05,crop top,6.0,prenda
2022-06,crop top,6.0,prenda
2022-07,crop top,5.8,prenda
2022-08,crop top,5.0,prenda
2022-09,crop top,5.0,prenda
2022-10,crop top,4.8,prenda
2022-11,crop top,5.0,prenda
2022-12,crop top,4.75,prenda
2023-01,crop top,4.4,prenda
2023-02,crop top,5.0,prenda
2023-03,crop top,5.0,prenda
2023-04,crop top,5.2,prenda
2023-05,crop top,5.0,prenda
2023-06,crop top,5.0,prenda
2023-07,crop top,5.0,prenda
2023-08,crop top,5.0,prenda
2023-09,crop top,4.0,prenda
2023-10,crop top,4.0,prenda
2023-11,crop top,4.0,prenda
2023-12,crop top,4.0,prenda
2022-01,slip dress,1.0,prenda
2022-02,slip dress,1.0,prenda
2022-03,slip dress,1.0,prenda
2022-04,slip dress,1.0,prenda
2022-05,slip dress,1.0,prenda
2022-06,slip dress,1.0,prenda
2022-07,slip dress,1.0,prenda
2022-08,slip dress,1.0,prenda
2022-09,slip dress,1.0,prenda
2022-10,slip dress,1.0,prenda
2022-11,slip dress,1.0,prenda
2022-12,slip dress,1.0,prenda
2023-01,slip dress,1.0,prenda
2023-02,slip dress,1.0,prenda
2023-03,slip dress,1.0,prenda
2023-04,slip dress,1.0,prenda
2023-05,slip dress,1.0,prenda
2023-06,slip dress,1.0,prenda
2023-07,slip dress,1.0,prenda
2023-08,slip dress,1.0,prenda
2023-09,slip dress,1.0,prenda
2023-10,slip dress,1.0,prenda
2023-11,slip dress,1.0,prenda
2023-12,slip dress,1.0,prenda
2022-01,silver,83.8,color
2022-02,silver,86.75,color
2022-03,silver,85.5,color
2022-04,silver,86.75,color
2022-05,silver,85.6,color
2022-06,silver,82.0,color
2022-07,silver,86.8,color
2022-08,silver,86.0,color
2022-09,silver,82.75,color
2022-10,silver,87.4,color
2022-11,silver,86.0,color
2022-12,silver,89.0,color
2023-01,silver,85.4,color
2023-02,silver,85.5,color
2023-03,silver,84.0,color
2023-04,silver,86.0,color
2023-05,silver,83.0,color
2023-06,silver,84.5,color
2023-07,silver,86.8,color
2023-08,silver,89.25,color
2023-09,silver,83.0,color
2023-10,silver,82.8,color
2023-11,silver,93.25,color
2023-12,silver,93.0,color
2022-01,cherry red,1.0,color
2022-02,cherry red,1.0,color
2022-03,cherry red,1.0,color
2022-04,cherry red,1.0,color
2022-05,cherry red,1.0,color
2022-06,cherry red,1.0,color
2022-07,cherry red,1.0,color
2022-08,cherry red,1.0,color
2022-09,cherry red,1.0,color
2022-10,cherry red,1.0,color
2022-11,cherry red,1.0,color
2022-12,cherry red,1.25,color
2023-01,cherry red,1.0,color
2023-02,cherry red,1.0,color
2023-03,cherry red,1.0,color
2023-04,cherry red,1.0,color
2023-05,cherry red,1.0,color
2023-06,cherry red,1.0,color
2023-07,cherry red,1.0,color
2023-08,cherry red,1.0,color
2023-09,cherry red,1.0,color
2023-10,cherry red,1.0,color
2023-11,cherry red,1.0,color
2023-12,cherry red,1.0,color
2024-01,crop top,1.25,prenda
2024-02,crop top,1.75,prenda
2024-03,crop top,2.0,prenda
2024-04,crop top,2.0,prenda
2024-05,crop top,2.0,prenda
2024-06,crop top,2.0,prenda
2024-07,crop top,2.0,prenda
2024-08,crop top,2.0,prenda
2024-09,crop top,1.4,prenda
2024-10,crop top,1.25,prenda
2024-11,crop top,1.0,prenda
2024-12,crop top,1.0,prenda
2025-01,crop top,1.0,prenda
2025-02,crop top,1.0,prenda
2025-03,crop top,1.0,prenda
2025-04,crop top,1.25,prenda
2025-05,crop top,1.5,prenda
2025-06,crop top,1.6,prenda
2025-07,crop top,2.0,prenda
2025-08,crop top,2.0,prenda
2025-09,crop top,2.0,prenda
2025-10,crop top,1.0,prenda
2025-11,crop top,1.0,prenda
2025-12,crop top,1.0,prenda
2024-01,slip dress,0.0,prenda
2024-02,slip dress,0.0,prenda
2024-03,slip dress,0.0,prenda
2024-04,slip dress,0.0,prenda
2024-05,slip dress,0.0,prenda
2024-06,slip dress,0.0,prenda
2024-07,slip dress,0.0,prenda
2024-08,slip dress,0.0,prenda
2024-09,slip dress,0.0,prenda
2024-10,slip dress,0.0,prenda
2024-11,slip dress,0.0,prenda
2024-12,slip dress,0.0,prenda
2025-01,slip dress,0.0,prenda
2025-02,slip dress,0.0,prenda
2025-03,slip dress,0.0,prenda
2025-04,slip dress,0.0,prenda
2025-05,slip dress,0.0,prenda
2025-06,slip dress,0.0,prenda
2025-07,slip dress,0.0,prenda
2025-08,slip dress,0.0,prenda
2025-09,slip dress,0.0,prenda
2025-10,slip dress,0.0,prenda
2025-11,slip dress,0.0,prenda
2025-12,slip dress,0.0,prenda
2024-01,silver,33.5,color
2024-02,silver,34.25,color
2024-03,silver,35.2,color
2024-04,silver,37.0,color
2024-05,silver,36.25,color
2024-06,silver,35.0,color
2024-07,silver,38.0,color
2024-08,silver,39.25,color
2024-09,silver,37.6,color
2024-10,silver,41.0,color
2024-11,silver,40.25,color
2024-12,silver,40.8,color
2025-01,silver,37.25,color
2025-02,silver,38.75,color
2025-03,silver,39.4,color
2025-04,silver,43.25,color
2025-05,silver,39.75,color
2025-06,silver,41.0,color
2025-07,silver,45.75,color
2025-08,silver,50.2,color
2025-09,silver,55.0,color
2025-10,silver,72.75,color
2025-11,silver,58.0,color
2025-12,silver,77.5,color
2024-01,cherry red,0.25,color
2024-02,cherry red,0.5,color
2024-03,cherry red,0.6,color
2024-04,cherry red,0.5,color
2024-05,cherry red,0.25,color
2024-06,cherry red,0.2,color
2024-07,cherry red,0.0,color
2024-08,cherry red,1.0,color
2024-09,cherry red,1.0,color
2024-10,cherry red,1.0,color
2024-11,cherry red,1.0,color
2024-12,cherry red,1.0,color
2025-01,cherry red,1.0,color
2025-02,cherry red,1.0,color
2025-03,cherry red,1.0,color
2025-04,cherry red,1.0,color
2025-05,cherry red,1.0,color
2025-06,cherry red,1.0,color
2025-07,cherry red,1.0,color
2025-08,cherry red,1.0,color
2025-09,cherry red,1.0,color
2025-10,cherry red,1.0,color
2025-11,cherry red,1.0,color
2025-12,cherry red,1.0,color
2019-12,sequins,1.0,material
2020-01,sequins,0.75,material
2020-02,sequins,0.25,material
2020-03,sequins,0.0,material
2020-04,sequins,0.0,material
2020-05,sequins,0.0,material
2020-06,sequins,0.0,material
2020-07,sequins,0.0,material
2020-08,sequins,0.0,material
2020-09,sequins,0.0,material
2020-10,sequins,0.0,material
2020-11,sequins,0.4,material
2020-12,sequins,0.25,material
2021-01,sequins,0.0,material
2021-02,sequins,0.0,material
2021-03,sequins,0.0,material
2021-04,sequins,0.0,material
2021-05,sequins,0.0,material
2021-06,sequins,0.75,material
2021-07,sequins,1.0,material
2021-08,sequins,1.0,material
2021-09,sequins,1.0,material
2021-10,sequins,1.0,material
2021-11,sequins,1.0,material
2021-12,sequins,1.0,material
2022-01,sequins,1.0,material
2022-02,sequins,1.0,material
2022-03,sequins,1.0,material
2022-04,sequins,0.5,material
2022-05,sequins,0.2,material
2022-06,sequins,0.5,material
2022-07,sequins,0.4,material
2022-08,sequins,1.0,material
2022-09,sequins,1.0,material
2022-10,sequins,1.0,material
2022-11,sequins,1.0,material
2022-12,sequins,1.0,material
2023-01,sequins,1.0,material
2023-02,sequins,0.25,material
2023-03,sequins,0.0,material
2023-04,sequins,0.0,material
2023-05,sequins,0.0,material
2023-06,sequins,0.0,material
2023-07,sequins,0.0,material
2023-08,sequins,0.0,material
2023-09,sequins,0.0,material
2023-10,sequins,0.6,material
2023-11,sequins,1.0,material
2023-12,sequins,1.0,material
2024-01,sequins,0.0,material
2024-02,sequins,0.0,material
2024-03,sequins,0.0,material
2024-04,sequins,0.0,material
2024-05,sequins,0.0,material
2024-06,sequins,0.0,material
2024-07,sequins,0.0,material
2024-08,sequins,0.0,material
2024-09,sequins,0.0,material
2024-10,sequins,0.0,material
2024-11,sequins,0.75,material
2024-12,sequins,0.8,material
2025-01,sequins,0.0,material
2025-02,sequins,0.25,material
2025-03,sequins,0.0,material
2025-04,sequins,0.0,material
2025-05,sequins,0.0,material
2025-06,sequins,0.0,material
2025-07,sequins,0.0,material
2025-08,sequins,0.0,material
2025-09,sequins,0.5,material
2025-10,sequins,1.0,material
2025-11,sequins,1.0,material
2025-12,sequins,1.0,material
2019-12,mohair,1.0,material
2020-01,mohair,1.0,material
2020-02,mohair,1.0,material
2020-03,mohair,1.0,material
2020-04,mohair,1.0,material
2020-05,mohair,1.0,material
2020-06,mohair,1.0,material
2020-07,mohair,1.0,material
2020-08,mohair,1.0,material
2020-09,mohair,1.0,material
2020-10,mohair,1.0,material
2020-11,mohair,1.0,material
2020-12,mohair,1.0,material
2021-01,mohair,1.0,material
2021-02,mohair,1.0,material
2021-03,mohair,1.0,material
2021-04,mohair,1.0,material
2021-05,mohair,1.0,material
2021-06,mohair,0.75,material
2021-07,mohair,1.0,material
2021-08,mohair,1.0,material
2021-09,mohair,1.0,material
2021-10,mohair,1.0,material
2021-11,mohair,1.0,material
2021-12,mohair,1.0,material
2019-12,camouflage,3.0,patron
2020-01,camouflage,3.0,patron
2020-02,camouflage,3.0,patron
2020-03,camouflage,3.0,patron
2020-04,camouflage,3.5,patron
2020-05,camouflage,4.0,patron
2020-06,camouflage,3.25,patron
2020-07,camouflage,3.0,patron
2020-08,camouflage,3.0,patron
2020-09,camouflage,3.0,patron
2020-10,camouflage,3.0,patron
2020-11,camouflage,3.0,patron
2020-12,camouflage,3.25,patron
2021-01,camouflage,3.0,patron
2021-02,camouflage,3.0,patron
2021-03,camouflage,3.0,patron
2021-04,camouflage,3.0,patron
2021-05,camouflage,3.0,patron
2021-06,camouflage,3.0,patron
2021-07,camouflage,3.0,patron
2021-08,camouflage,3.0,patron
2021-09,camouflage,3.0,patron
2021-10,camouflage,3.0,patron
2021-11,camouflage,3.0,patron
2021-12,camouflage,2.5,patron
2019-12,leopard print,2.0,patron
2020-01,leopard print,2.0,patron
2020-02,leopard print,2.0,patron
2020-03,leopard print,1.4,patron
2020-04,leopard print,1.5,patron
2020-05,leopard print,1.6,patron
2020-06,leopard print,1.75,patron
2020-07,leopard print,2.0,patron
2020-08,leopard print,2.0,patron
2020-09,leopard print,2.0,patron
2020-10,leopard print,2.0,patron
2020-11,leopard print,2.0,patron
2020-12,leopard print,2.0,patron
2021-01,leopard print,2.0,patron
2021-02,leopard print,1.5,patron
2021-03,leopard print,1.75,patron
2021-04,leopard print,1.25,patron
2021-05,leopard print,1.0,patron
2021-06,leopard print,1.0,patron
2021-07,leopard print,1.0,patron
2021-08,leopard print,2.0,patron
2021-09,leopard print,2.0,patron
2021-10,leopard print,2.0,patron
2021-11,leopard print,2.0,patron
2021-12,leopard print,1.75,patron
2019-12,quiet luxury,0.0,estilo
2020-01,quiet luxury,0.0,estilo
2020-02,quiet luxury,0.0,estilo
2020-03,quiet luxury,0.0,estilo
2020-04,quiet luxury,0.0,estilo
2020-05,quiet luxury,0.0,estilo
2020-06,quiet luxury,0.0,estilo
2020-07,quiet luxury,0.0,estilo
2020-08,quiet luxury,0.0,estilo
2020-09,quiet luxury,0.0,estilo
2020-10,quiet luxury,0.0,estilo
2020-11,quiet luxury,0.0,estilo
2020-12,quiet luxury,0.0,estilo
2021-01,quiet luxury,0.0,estilo
2021-02,quiet luxury,0.0,estilo
2021-03,quiet luxury,0.0,estilo
2021-04,quiet luxury,0.0,estilo
2021-05,quiet luxury,0.0,estilo
2021-06,quiet luxury,0.0,estilo
2021-07,quiet luxury,0.0,estilo
2021-08,quiet luxury,0.0,estilo
2021-09,quiet luxury,0.0,estilo
2021-10,quiet luxury,0.0,estilo
2021-11,quiet luxury,0.0,estilo
2021-12,quiet luxury,0.0,estilo
2022-01,mohair,1.0,material
2022-02,mohair,1.0,material
2022-03,mohair,1.0,material
2022-04,mohair,1.0,material
2022-05,mohair,0.8,material
2022-06,mohair,0.75,material
2022-07,mohair,1.0,material
2022-08,mohair,1.0,material
2022-09,mohair,1.0,material
2022-10,mohair,1.0,material
2022-11,mohair,1.0,material
2022-12,mohair,1.0,material
2023-01,mohair,1.0,material
2023-02,mohair,1.0,material
2023-03,mohair,1.0,material
2023-04,mohair,1.0,material
2023-05,mohair,1.0,material
2023-06,mohair,1.0,material
2023-07,mohair,1.0,material
2023-08,mohair,1.0,material
2023-09,mohair,1.0,material
2023-10,mohair,1.0,material
2023-11,mohair,1.0,material
2023-12,mohair,1.0,material
2022-01,camouflage,3.0,patron
2022-02,camouflage,3.0,patron
2022-03,camouflage,3.0,patron
2022-04,camouflage,3.0,patron
2022-05,camouflage,2.8,patron
2022-06,camouflage,2.25,patron
2022-07,camouflage,2.6,patron
2022-08,camouflage,2.5,patron
2022-09,camouflage,3.0,patron
2022-10,camouflage,3.0,patron
2022-11,camouflage,3.0,patron
2022-12,camouflage,2.75,patron
2023-01,camouflage,2.8,patron
2023-02,camouflage,3.0,patron
2023-03,camouflage,2.5,patron
2023-04,camouflage,2.4,patron
2023-05,camouflage,2.25,patron
2023-06,camouflage,2.0,patron
2023-07,camouflage,2.0,patron
2023-08,camouflage,2.0,patron
2023-09,camouflage,2.25,patron
2023-10,camouflage,2.2,patron
2023-11,camouflage,3.0,patron
2023-12,camouflage,2.2,patron
2022-01,leopard print,1.0,patron
2022-02,leopard print,1.0,patron
2022-03,leopard print,1.0,patron
2022-04,leopard print,1.0,patron
2022-05,leopard print,1.0,patron
2022-06,leopard print,1.0,patron
2022-07,leopard print,1.0,patron
2022-08,leopard print,1.0,patron
2022-09,leopard print,1.0,patron
2022-10,leopard print,1.0,patron
2022-11,leopard print,1.0,patron
2022-12,leopard print,1.0,patron
2023-01,leopard print,1.0,patron
2023-02,leopard print,1.0,patron
2023-03,leopard print,1.0,patron
2023-04,leopard print,1.0,patron
2023-05,leopard print,1.0,patron
2023-06,leopard print,1.0,patron
2023-07,leopard print,1.0,patron
2023-08,leopard print,1.0,patron
2023-09,leopard print,1.0,patron
2023-10,leopard print,1.0,patron
2023-11,leopard print,1.0,patron
2023-12,leopard print,1.0,patron
2022-01,quiet luxury,0.0,estilo
2022-02,quiet luxury,0.0,estilo
2022-03,quiet luxury,0.0,estilo
2022-04,quiet luxury,0.0,estilo
2022-05,quiet luxury,0.0,estilo
2022-06,quiet luxury,0.0,estilo
2022-07,quiet luxury,0.0,estilo
2022-08,quiet luxury,0.0,estilo
2022-09,quiet luxury,0.0,estilo
2022-10,quiet luxury,0.0,estilo
2022-11,quiet luxury,0.0,estilo
2022-12,quiet luxury,0.0,estilo
2023-01,quiet luxury,0.0,estilo
2023-02,quiet luxury,0.0,estilo
2023-03,quiet luxury,0.0,estilo
2023-04,quiet luxury,0.0,estilo
2023-05,quiet luxury,0.0,estilo
2023-06,quiet luxury,0.0,estilo
2023-07,quiet luxury,0.0,estilo
2023-08,quiet luxury,0.0,estilo
2023-09,quiet luxury,0.0,estilo
2023-10,quiet luxury,0.0,estilo
2023-11,quiet luxury,0.0,estilo
2023-12,quiet luxury,0.0,estilo
2024-01,mohair,1.0,material
2024-02,mohair,1.0,material
2024-03,mohair,1.0,material
2024-04,mohair,1.0,material
2024-05,mohair,0.5,material
2024-06,mohair,0.8,material
2024-07,mohair,1.0,material
2024-08,mohair,1.0,material
2024-09,mohair,1.0,material
2024-10,mohair,1.0,material
2024-11,mohair,1.0,material
2024-12,mohair,1.0,material
2025-01,mohair,1.0,material
2025-02,mohair,1.0,material
2025-03,mohair,1.0,material
2025-04,mohair,1.0,material
2025-05,mohair,1.0,material
2025-06,mohair,1.0,material
2025-07,mohair,1.0,material
2025-08,mohair,1.0,material
2025-09,mohair,1.0,material
2025-10,mohair,1.0,material
2025-11,mohair,1.6,material
2025-12,mohair,1.0,material
2024-01,camouflage,2.0,patron
2024-02,camouflage,2.0,patron
2024-03,camouflage,2.0,patron
2024-04,camouflage,2.0,patron
2024-05,camouflage,2.0,patron
2024-06,camouflage,2.0,patron
2024-07,camouflage,2.0,patron
2024-08,camouflage,2.0,patron
2024-09,camouflage,2.0,patron
2024-10,camouflage,2.0,patron
2024-11,camouflage,2.0,patron
2024-12,camouflage,2.0,patron
2025-01,camouflage,2.0,patron
2025-02,camouflage,2.0,patron
2025-03,camouflage,2.0,patron
2025-04,camouflage,2.0,patron
2025-05,camouflage,2.0,patron
2025-06,camouflage,2.0,patron
2025-07,camouflage,2.0,patron
2025-08,camouflage,2.0,patron
2025-09,camouflage,2.0,patron
2025-10,camouflage,2.0,patron
2025-11,camouflage,2.0,patron
2025-12,camouflage,2.0,patron
2024-01,leopard print,1.0,patron
2024-02,leopard print,1.0,patron
2024-03,leopard print,1.0,patron
2024-04,leopard print,1.0,patron
2024-05,leopard print,1.0,patron
2024-06,leopard print,1.0,patron
2024-07,leopard print,1.25,patron
2024-08,leopard print,2.0,patron
2024-09,leopard print,2.0,patron
2024-10,leopard print,2.0,patron
2024-11,leopard print,2.0,patron
2024-12,leopard print,2.0,patron
2025-01,leopard print,2.0,patron
2025-02,leopard print,2.0,patron
2025-03,leopard print,2.0,patron
2025-04,leopard print,2.0,patron
2025-05,leopard print,1.75,patron
2025-06,leopard print,1.6,patron
2025-07,leopard print,2.0,patron
2025-08,leopard print,2.0,patron
2025-09,leopard print,2.0,patron
2025-10,leopard print,2.5,patron
2025-11,leopard print,2.4,patron
2025-12,leopard print,2.25,patron
2024-01,quiet luxury,0.0,estilo
2024-02,quiet luxury,0.0,estilo
2024-03,quiet luxury,0.0,estilo
2024-04,quiet luxury,0.0,estilo
2024-05,quiet luxury,0.0,estilo
2024-06,quiet luxury,0.0,estilo
2024-07,quiet luxury,0.0,estilo
2024-08,quiet luxury,0.0,estilo
2024-09,quiet luxury,0.0,estilo
2024-10,quiet luxury,0.0,estilo
2024-11,quiet luxury,0.0,estilo
2024-12,quiet luxury,0.0,estilo
2025-01,quiet luxury,0.0,estilo
2025-02,quiet luxury,0.0,estilo
2025-03,quiet luxury,0.0,estilo
2025-04,quiet luxury,0.0,estilo
2025-05,quiet luxury,0.0,estilo
2025-06,quiet luxury,0.0,estilo
2025-07,quiet luxury,0.0,estilo
2025-08,quiet luxury,0.0,estilo
2025-09,quiet luxury,0.0,estilo
2025-10,quiet luxury,0.0,estilo
2025-11,quiet luxury,0.0,estilo
2025-12,quiet luxury,0.0,estilo
2019-12,coquette,0.0,estilo
2020-01,coquette,0.0,estilo
2020-02,coquette,0.0,estilo
2020-03,coquette,0.0,estilo
2020-04,coquette,0.0,estilo
2020-05,coquette,0.0,estilo
2020-06,coquette,0.0,estilo
2020-07,coquette,0.0,estilo
2020-08,coquette,0.2,estilo
2020-09,coquette,0.25,estilo
2020-10,coquette,0.0,estilo
2020-11,coquette,0.0,estilo
2020-12,coquette,0.5,estilo
2021-01,coquette,0.0,estilo
2021-02,coquette,0.0,estilo
2021-03,coquette,0.0,estilo
2021-04,coquette,0.0,estilo
2021-05,coquette,0.0,estilo
2021-06,coquette,0.0,estilo
2021-07,coquette,0.25,estilo
2021-08,coquette,0.0,estilo
2021-09,coquette,0.25,estilo
2021-10,coquette,0.2,estilo
2021-11,coquette,0.75,estilo
2021-12,coquette,1.0,estilo
2019-12,gorpcore,0.0,estilo
2020-01,gorpcore,0.0,estilo
2020-02,gorpcore,0.0,estilo
2020-03,gorpcore,0.0,estilo
2020-04,gorpcore,0.0,estilo
2020-05,gorpcore,0.0,estilo
2020-06,gorpcore,0.0,estilo
2020-07,gorpcore,0.0,estilo
2020-08,gorpcore,0.0,estilo
2020-09,gorpcore,0.0,estilo
2020-10,gorpcore,0.0,estilo
2020-11,gorpcore,0.0,estilo
2020-12,gorpcore,0.0,estilo
2021-01,gorpcore,0.0,estilo
2021-02,gorpcore,0.0,estilo
2021-03,gorpcore,0.0,estilo
2021-04,gorpcore,0.0,estilo
2021-05,gorpcore,0.0,estilo
2021-06,gorpcore,0.0,estilo
2021-07,gorpcore,0.0,estilo
2021-08,gorpcore,0.0,estilo
2021-09,gorpcore,0.0,estilo
2021-10,gorpcore,0.0,estilo
2021-11,gorpcore,0.0,estilo
2021-12,gorpcore,0.0,estilo
2019-12,handbag,4.0,accesorio
2020-01,handbag,3.75,accesorio
2020-02,handbag,3.25,accesorio
2020-03,handbag,2.4,accesorio
2020-04,handbag,2.0,accesorio
2020-05,handbag,2.8,accesorio
2020-06,handbag,3.0,accesorio
2020-07,handbag,3.0,accesorio
2020-08,handbag,3.0,accesorio
2020-09,handbag,3.0,accesorio
2020-10,handbag,3.0,accesorio
2020-11,handbag,3.4,accesorio
2020-12,handbag,3.75,accesorio
2021-01,handbag,3.0,accesorio
2021-02,handbag,3.0,accesorio
2021-03,handbag,3.0,accesorio
2021-04,handbag,3.0,accesorio
2021-05,handbag,3.0,accesorio
2021-06,handbag,3.0,accesorio
2021-07,handbag,3.0,accesorio
2021-08,handbag,3.6,accesorio
2021-09,handbag,3.0,accesorio
2021-10,handbag,3.0,accesorio
2021-11,handbag,4.0,accesorio
2021-12,handbag,4.25,accesorio
2019-12,sunglasses,18.0,accesorio
2020-01,sunglasses,15.75,accesorio
2020-02,sunglasses,17.25,accesorio
2020-03,sunglasses,15.0,accesorio
2020-04,sunglasses,18.5,accesorio
2020-05,sunglasses,24.6,accesorio
2020-06,sunglasses,27.0,accesorio
2020-07,sunglasses,25.75,accesorio
2020-08,sunglasses,21.6,accesorio
2020-09,sunglasses,16.75,accesorio
2020-10,sunglasses,15.0,accesorio
2020-11,sunglasses,15.6,accesorio
2020-12,sunglasses,16.5,accesorio
2021-01,sunglasses,15.2,accesorio
2021-02,sunglasses,17.25,accesorio
2021-03,sunglasses,22.0,accesorio
2021-04,sunglasses,24.5,accesorio
